,p_value,batch_size,number_of_epochs,act,act_fin,train_score,val_score
606,0.3,600,4999,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
607,0.3,600,0,Tanh(),Sigmoid(),0.1420637240572932,0.14922813036020582
608,0.3,600,50,Tanh(),Sigmoid(),0.38662986364425916,0.37242002706474664
609,0.3,600,100,Tanh(),Sigmoid(),0.3840572146754655,0.367432716426005
610,0.3,600,150,Tanh(),Sigmoid(),0.385254080884605,0.38
611,0.3,600,200,Tanh(),Sigmoid(),0.3835511398679863,0.373476998270308
612,0.3,600,250,Tanh(),Sigmoid(),0.3842759474636735,0.3694557823129252
613,0.3,600,300,Tanh(),Sigmoid(),0.3843430367356242,0.37852770885028947
614,0.3,600,350,Tanh(),Sigmoid(),0.3859790171099769,0.3697779616165794
615,0.3,600,400,Tanh(),Sigmoid(),0.3811239712518407,0.3750035857907067
616,0.3,600,450,Tanh(),Sigmoid(),0.38756271145157895,0.37445062277816593
617,0.3,600,500,Tanh(),Sigmoid(),0.3855413139918749,0.3742242159324064
618,0.3,600,550,Tanh(),Sigmoid(),0.3829226327578974,0.37445062277816593
619,0.3,600,600,Tanh(),Sigmoid(),0.38424040478835,0.37445062277816593
620,0.3,600,650,Tanh(),Sigmoid(),0.3838377173390984,0.3734441992316666
621,0.3,600,700,Tanh(),Sigmoid(),0.380871162116869,0.3728956720834241
622,0.3,600,750,Tanh(),Sigmoid(),0.38402268801412714,0.37564006281149726
623,0.3,600,800,Tanh(),Sigmoid(),0.38604702915214006,0.3711002268727604
624,0.3,600,850,Tanh(),Sigmoid(),0.38582652625080144,0.37211722676046166
625,0.3,600,900,Tanh(),Sigmoid(),0.38506861948549387,0.3711002268727604
626,0.3,600,950,Tanh(),Sigmoid(),0.3836486061311234,0.36899688314992685
627,0.3,600,1000,Tanh(),Sigmoid(),0.38891498158703985,0.37023106542759704
628,0.3,600,1050,Tanh(),Sigmoid(),0.3863314917236437,0.3765604014534503
629,0.3,600,1100,Tanh(),Sigmoid(),0.3848481090183945,0.3713381293131176
630,0.3,600,1150,Tanh(),Sigmoid(),0.3866139337986583,0.37311641722448946
631,0.3,600,1200,Tanh(),Sigmoid(),0.3835511398679863,0.3752271363584137
632,0.3,600,1250,Tanh(),Sigmoid(),0.3872784729972534,0.3713381293131176
633,0.3,600,1300,Tanh(),Sigmoid(),0.3848481090183945,0.3746656444330863
634,0.3,600,1350,Tanh(),Sigmoid(),0.3865197849852331,0.37031758159427675
635,0.3,600,1400,Tanh(),Sigmoid(),0.3878449343571959,0.37311641722448946
636,0.3,600,1450,Tanh(),Sigmoid(),0.3831746233196165,0.3682151361238069
637,0.3,600,1500,Tanh(),Sigmoid(),0.3868362140748904,0.37445062277816593
638,0.3,600,1550,Tanh(),Sigmoid(),0.3868362140748904,0.38132732691255455
639,0.3,600,1600,Tanh(),Sigmoid(),0.38601368773107325,0.3715646258503401
640,0.3,600,1650,Tanh(),Sigmoid(),0.38566385930146146,0.36867984466885884
641,0.3,600,1700,Tanh(),Sigmoid(),0.3900260094129304,0.37085094916370465
642,0.3,600,1750,Tanh(),Sigmoid(),0.3891812769643561,0.37311641722448946
643,0.3,600,1800,Tanh(),Sigmoid(),0.38616706413634105,0.37055837563451777
644,0.3,600,1850,Tanh(),Sigmoid(),0.3874491264641652,0.37266353156885046
645,0.3,600,1900,Tanh(),Sigmoid(),0.38689435434471026,0.37078775837614153
646,0.3,600,1950,Tanh(),Sigmoid(),0.38604702915214006,0.3750035857907067
647,0.3,600,2000,Tanh(),Sigmoid(),0.3883489347614488,0.37055837563451777
648,0.3,600,2050,Tanh(),Sigmoid(),0.3900260094129304,0.3742242159324064
649,0.3,600,2100,Tanh(),Sigmoid(),0.38566385930146146,0.37445062277816593
650,0.3,600,2150,Tanh(),Sigmoid(),0.3880969644085515,0.3715646258503401
651,0.3,600,2200,Tanh(),Sigmoid(),0.38644492894361215,0.3767782604991907
652,0.3,600,2250,Tanh(),Sigmoid(),0.3891044891760804,0.37600301423138693
653,0.3,600,2300,Tanh(),Sigmoid(),0.38566385930146146,0.3733257341308945
654,0.3,600,2350,Tanh(),Sigmoid(),0.3887942160244925,0.3767782604991907
655,0.3,600,2400,Tanh(),Sigmoid(),0.3903358536525779,0.3758293692040299
656,0.3,600,2450,Tanh(),Sigmoid(),0.38854174235718186,0.3763312051043512
657,0.3,600,2500,Tanh(),Sigmoid(),0.3905598685943626,0.3713381293131176
658,0.3,600,2550,Tanh(),Sigmoid(),0.3905308053865566,0.3742242159324064
659,0.3,600,2600,Tanh(),Sigmoid(),0.387974005570235,0.37078775837614153
660,0.3,600,2650,Tanh(),Sigmoid(),0.3913921230466306,0.37198327130414766
661,0.3,600,2700,Tanh(),Sigmoid(),0.3901367589945453,0.3764102564102564
662,0.3,600,2750,Tanh(),Sigmoid(),0.3911411657613503,0.3771798321481197
663,0.3,600,2800,Tanh(),Sigmoid(),0.38915701721171614,0.3706382438776805
664,0.3,600,2850,Tanh(),Sigmoid(),0.39038794763965134,0.3742242159324064
665,0.3,600,2900,Tanh(),Sigmoid(),0.38812514067741316,0.3717796843784691
666,0.3,600,2950,Tanh(),Sigmoid(),0.3908901508682922,0.3733257341308945
667,0.3,600,3000,Tanh(),Sigmoid(),0.3913679788367988,0.37447630773440044
668,0.3,600,3050,Tanh(),Sigmoid(),0.3925197252215836,0.37352358844814637
669,0.3,600,3100,Tanh(),Sigmoid(),0.3911860653217888,0.37409780574420104
670,0.3,600,3150,Tanh(),Sigmoid(),0.38913142059910377,0.37966645182940145
671,0.3,600,3200,Tanh(),Sigmoid(),0.3904347025227982,0.3667842598227166
672,0.3,600,3250,Tanh(),Sigmoid(),0.38842852230081776,0.38025203791266393
673,0.3,600,3300,Tanh(),Sigmoid(),0.3918703380179235,0.37078775837614153
674,0.3,600,3350,Tanh(),Sigmoid(),0.3891812769643561,0.3777565371748481
675,0.3,600,3400,Tanh(),Sigmoid(),0.3898321788852215,0.3750035857907067
676,0.3,600,3450,Tanh(),Sigmoid(),0.39103536592983923,0.3771798321481197
677,0.3,600,3500,Tanh(),Sigmoid(),0.39237246769566025,0.37564006281149726
678,0.3,600,3550,Tanh(),Sigmoid(),0.39038794763965134,0.38195134767059685
679,0.3,600,3600,Tanh(),Sigmoid(),0.3941060362315164,0.3794848929078947
680,0.3,600,3650,Tanh(),Sigmoid(),0.39166552380677655,0.37564006281149726
681,0.3,600,3700,Tanh(),Sigmoid(),0.3902627973595716,0.37429280397022335
682,0.3,600,3750,Tanh(),Sigmoid(),0.3922241592756284,0.37429280397022335
683,0.3,600,3800,Tanh(),Sigmoid(),0.39241695595401127,0.37966008771929827
684,0.3,600,3850,Tanh(),Sigmoid(),0.39051212779519917,0.3771798321481197
685,0.3,600,3900,Tanh(),Sigmoid(),0.3913921230466306,0.37389134930492807
686,0.3,600,3950,Tanh(),Sigmoid(),0.3915370462661923,0.3800682189887224
687,0.3,600,4000,Tanh(),Sigmoid(),0.39514967475444607,0.3762123401842544
688,0.3,600,4050,Tanh(),Sigmoid(),0.393668212891081,0.36735166963464494
689,0.3,600,4100,Tanh(),Sigmoid(),0.3892649055942524,0.37871714632603154
690,0.3,600,4150,Tanh(),Sigmoid(),0.3921446508043062,0.37966008771929827
691,0.3,600,4200,Tanh(),Sigmoid(),0.39443608132072944,0.3777565371748481
692,0.3,600,4250,Tanh(),Sigmoid(),0.390205813006073,0.38141670403826855
693,0.3,600,4300,Tanh(),Sigmoid(),0.39514967475444607,0.3760071888572712
694,0.3,600,4350,Tanh(),Sigmoid(),0.39320517506540364,0.37871714632603154
695,0.3,600,4400,Tanh(),Sigmoid(),0.391492780405924,0.3811881824846622
696,0.3,600,4450,Tanh(),Sigmoid(),0.3949655765974553,0.37889515002648944
697,0.3,600,4500,Tanh(),Sigmoid(),0.393668212891081,0.3694710945269911
698,0.3,600,4550,Tanh(),Sigmoid(),0.3933977260354938,0.3811881824846622
699,0.3,600,4600,Tanh(),Sigmoid(),0.39097583008125514,0.38101858541101424
700,0.3,600,4650,Tanh(),Sigmoid(),0.3944525275749511,0.3754111842105263
701,0.3,600,4700,Tanh(),Sigmoid(),0.3912256089847979,0.37987301153819897
702,0.3,600,4750,Tanh(),Sigmoid(),0.39293725232795995,0.3794848929078947
703,0.3,600,4800,Tanh(),Sigmoid(),0.3919746061928112,0.38025203791266393
704,0.3,600,4850,Tanh(),Sigmoid(),0.3939182961763607,0.37871714632603154
705,0.3,600,4900,Tanh(),Sigmoid(),0.3919564305826553,0.3794848929078947
706,0.3,600,4950,Tanh(),Sigmoid(),0.3934180737783701,0.3792982680931941
707,0.3,600,4999,Tanh(),Sigmoid(),0.39548703552548264,0.3833146835757802
708,0.3,600,0,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
709,0.3,600,50,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
710,0.3,600,100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
711,0.3,600,150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
712,0.3,600,200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
713,0.3,600,250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
714,0.3,600,300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
715,0.3,600,350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
716,0.3,600,400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
717,0.3,600,450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
718,0.3,600,500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
719,0.3,600,550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
720,0.3,600,600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
721,0.3,600,650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
722,0.3,600,700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
723,0.3,600,750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
724,0.3,600,800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
725,0.3,600,850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
726,0.3,600,900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
727,0.3,600,950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
728,0.3,600,1000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
729,0.3,600,1050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
730,0.3,600,1100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
731,0.3,600,1150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
732,0.3,600,1200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
733,0.3,600,1250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
734,0.3,600,1300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
735,0.3,600,1350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
736,0.3,600,1400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
737,0.3,600,1450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
738,0.3,600,1500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
739,0.3,600,1550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
740,0.3,600,1600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
741,0.3,600,1650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
742,0.3,600,1700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
743,0.3,600,1750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
744,0.3,600,1800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
745,0.3,600,1850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
746,0.3,600,1900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
747,0.3,600,1950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
748,0.3,600,2000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
749,0.3,600,2050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
750,0.3,600,2100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
751,0.3,600,2150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
752,0.3,600,2200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
753,0.3,600,2250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
754,0.3,600,2300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
755,0.3,600,2350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
756,0.3,600,2400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
757,0.3,600,2450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
758,0.3,600,2500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
759,0.3,600,2550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
760,0.3,600,2600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
761,0.3,600,2650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
762,0.3,600,2700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
763,0.3,600,2750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
764,0.3,600,2800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
765,0.3,600,2850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
766,0.3,600,2900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
767,0.3,600,2950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
768,0.3,600,3000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
769,0.3,600,3050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
770,0.3,600,3100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
771,0.3,600,3150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
772,0.3,600,3200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
773,0.3,600,3250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
774,0.3,600,3300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
775,0.3,600,3350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
776,0.3,600,3400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
777,0.3,600,3450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
778,0.3,600,3500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
779,0.3,600,3550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
780,0.3,600,3600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
781,0.3,600,3650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
782,0.3,600,3700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
783,0.3,600,3750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
784,0.3,600,3800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
785,0.3,600,3850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
786,0.3,600,3900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
787,0.3,600,3950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
788,0.3,600,4000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
789,0.3,600,4050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
790,0.3,600,4100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
791,0.3,600,4150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
792,0.3,600,4200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
793,0.3,600,4250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
794,0.3,600,4300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
795,0.3,600,4350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
796,0.3,600,4400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
797,0.3,600,4450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
798,0.3,600,4500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
799,0.3,600,4550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
800,0.3,600,4600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
801,0.3,600,4650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
802,0.3,600,4700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
803,0.3,600,4750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
804,0.3,600,4800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
805,0.3,600,4850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
806,0.3,600,4900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
807,0.3,600,4950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
808,0.3,600,4999,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
809,0.4,400,0,ReLU(),Sigmoid(),0.1420637240572932,0.14922813036020582
810,0.4,400,50,ReLU(),Sigmoid(),0.2906203593548441,0.29736118182307814
811,0.4,400,100,ReLU(),Sigmoid(),0.29062958254123183,0.29532781512476947
812,0.4,400,150,ReLU(),Sigmoid(),0.29333233959481475,0.29535645873452193
813,0.4,400,200,ReLU(),Sigmoid(),0.29667428913232063,0.3024080126172707
814,0.4,400,250,ReLU(),Sigmoid(),0.2943228162979046,0.2963681076357133
815,0.4,400,300,ReLU(),Sigmoid(),0.29667428913232063,0.3024080126172707
816,0.4,400,350,ReLU(),Sigmoid(),0.2956769541928713,0.3004003820905229
817,0.4,400,400,ReLU(),Sigmoid(),0.2990046631270667,0.29938875367738593
818,0.4,400,450,ReLU(),Sigmoid(),0.2963045269582496,0.29938875367738593
819,0.4,400,500,ReLU(),Sigmoid(),0.2983230925515947,0.30139354232911497
820,0.4,400,550,ReLU(),Sigmoid(),0.30163753269102295,0.30237398373983737
821,0.4,400,600,ReLU(),Sigmoid(),0.2996576100000592,0.30139354232911497
822,0.4,400,650,ReLU(),Sigmoid(),0.3025540069686411,0.3052395110670631
823,0.4,400,700,ReLU(),Sigmoid(),0.3009003411482906,0.30330777166262657
824,0.4,400,750,ReLU(),Sigmoid(),0.3032357723577236,0.30433368566550123
825,0.4,400,800,ReLU(),Sigmoid(),0.30292573580658044,0.3033927328343572
826,0.4,400,850,ReLU(),Sigmoid(),0.3039175377468061,0.3032681160230485
827,0.4,400,900,ReLU(),Sigmoid(),0.3044862114629556,0.30730129624867486
828,0.4,400,950,ReLU(),Sigmoid(),0.30347545270514914,0.3042544886807182
829,0.4,400,1000,ReLU(),Sigmoid(),0.30438407423620967,0.30532424699790117
830,0.4,400,1050,ReLU(),Sigmoid(),0.30438407423620967,0.3091662151047708
831,0.4,400,1100,ReLU(),Sigmoid(),0.30869042261340973,0.31307178177802586
832,0.4,400,1150,ReLU(),Sigmoid(),0.30495364599165414,0.30420639599894284
833,0.4,400,1200,ReLU(),Sigmoid(),0.306375205422408,0.3081274527745582
834,0.4,400,1250,ReLU(),Sigmoid(),0.30957421783109856,0.31105437144550907
835,0.4,400,1300,ReLU(),Sigmoid(),0.3080083214023722,0.31105437144550907
836,0.4,400,1350,ReLU(),Sigmoid(),0.3079478475850519,0.31202739915475886
837,0.4,400,1400,ReLU(),Sigmoid(),0.31116268748341336,0.3168732065714376
838,0.4,400,1450,ReLU(),Sigmoid(),0.3126690685092576,0.32072699597797805
839,0.4,400,1500,ReLU(),Sigmoid(),0.31395695547531977,0.32168731582631915
840,0.4,400,1550,ReLU(),Sigmoid(),0.3119865154491874,0.31774693053673386
841,0.4,400,1600,ReLU(),Sigmoid(),0.3123086806998979,0.3178385416666667
842,0.4,400,1650,ReLU(),Sigmoid(),0.3176756713485055,0.3234968405967038
843,0.4,400,1700,ReLU(),Sigmoid(),0.3164413680781759,0.3225416088659733
844,0.4,400,1750,ReLU(),Sigmoid(),0.321080284040923,0.32730560578661844
845,0.4,400,1800,ReLU(),Sigmoid(),0.3177639441118656,0.3234968405967038
846,0.4,400,1850,ReLU(),Sigmoid(),0.3220307409152976,0.3282547841786324
847,0.4,400,1900,ReLU(),Sigmoid(),0.32134730416218804,0.32718229478546723
848,0.4,400,1950,ReLU(),Sigmoid(),0.3218772563176895,0.3252855025006924
849,0.4,400,2000,ReLU(),Sigmoid(),0.3246584131486806,0.3289403441854021
850,0.4,400,2050,ReLU(),Sigmoid(),0.32539732004465544,0.3281288988699961
851,0.4,400,2100,ReLU(),Sigmoid(),0.3209294477945398,0.32516182119623444
852,0.4,400,2150,ReLU(),Sigmoid(),0.3241379912816347,0.3348659003831418
853,0.4,400,2200,ReLU(),Sigmoid(),0.32468619656529657,0.33363709291883403
854,0.4,400,2250,ReLU(),Sigmoid(),0.3270515117297932,0.3325504012526913
855,0.4,400,2300,ReLU(),Sigmoid(),0.32923672488981137,0.33644131742632816
856,0.4,400,2350,ReLU(),Sigmoid(),0.3300463140676283,0.3407426690146237
857,0.4,400,2400,ReLU(),Sigmoid(),0.326992204007286,0.33457297579434986
858,0.4,400,2450,ReLU(),Sigmoid(),0.3343172593510617,0.34514627197554026
859,0.4,400,2500,ReLU(),Sigmoid(),0.338248556998557,0.3483700656885015
860,0.4,400,2550,ReLU(),Sigmoid(),0.3329468368278524,0.34311886105286393
861,0.4,400,2600,ReLU(),Sigmoid(),0.3355775772165053,0.3438288170855761
862,0.4,400,2650,ReLU(),Sigmoid(),0.33925263489611435,0.3454342339614303
863,0.4,400,2700,ReLU(),Sigmoid(),0.3397875138427464,0.35085381901597035
864,0.4,400,2750,ReLU(),Sigmoid(),0.3437710418387151,0.35354992602186147
865,0.4,400,2800,ReLU(),Sigmoid(),0.3428132062046459,0.34792170932189853
866,0.4,400,2850,ReLU(),Sigmoid(),0.34600266947015346,0.35484506302521013
867,0.4,400,2900,ReLU(),Sigmoid(),0.3480460942548428,0.3592856490081254
868,0.4,400,2950,ReLU(),Sigmoid(),0.34663153341490327,0.3539540469663265
869,0.4,400,3000,ReLU(),Sigmoid(),0.3466517262969253,0.3533087330873309
870,0.4,400,3050,ReLU(),Sigmoid(),0.3489365260041272,0.3570132227119523
871,0.4,400,3100,ReLU(),Sigmoid(),0.34942443232195725,0.3581332292586734
872,0.4,400,3150,ReLU(),Sigmoid(),0.35229173188485496,0.36021921798673706
873,0.4,400,3200,ReLU(),Sigmoid(),0.3467463004021696,0.35962369504167235
874,0.4,400,3250,ReLU(),Sigmoid(),0.35150129194990165,0.3555448650737849
875,0.4,400,3300,ReLU(),Sigmoid(),0.35189756463819544,0.35584614450528584
876,0.4,400,3350,ReLU(),Sigmoid(),0.35159855737435075,0.35876152832674574
877,0.4,400,3400,ReLU(),Sigmoid(),0.35169019054340156,0.35992952869225714
878,0.4,400,3450,ReLU(),Sigmoid(),0.35736646470728256,0.36162629529404
879,0.4,400,3500,ReLU(),Sigmoid(),0.35422812548671145,0.3607608183498762
880,0.4,400,3550,ReLU(),Sigmoid(),0.3578086346690157,0.36594044642976997
881,0.4,400,3600,ReLU(),Sigmoid(),0.3579510629693404,0.36162629529404
882,0.4,400,3650,ReLU(),Sigmoid(),0.35722634296663425,0.36766001849297736
883,0.4,400,3700,ReLU(),Sigmoid(),0.35529233818132433,0.36507936507936506
884,0.4,400,3750,ReLU(),Sigmoid(),0.362048802661212,0.37450444639323943
885,0.4,400,3800,ReLU(),Sigmoid(),0.36491710677670275,0.37894513521720863
886,0.4,400,3850,ReLU(),Sigmoid(),0.3654905585830047,0.37726781408497545
887,0.4,400,3900,ReLU(),Sigmoid(),0.3638885147921781,0.3755873811215396
888,0.4,400,3950,ReLU(),Sigmoid(),0.3627378846390919,0.372217034962133
889,0.4,400,4000,ReLU(),Sigmoid(),0.3656951800827073,0.3760441975624387
890,0.4,400,4050,ReLU(),Sigmoid(),0.36822790776964665,0.3785547785547786
891,0.4,400,4100,ReLU(),Sigmoid(),0.3651574459771558,0.37520578697929663
892,0.4,400,4150,ReLU(),Sigmoid(),0.37237027480153645,0.37900641025641024
893,0.4,400,4200,ReLU(),Sigmoid(),0.36879858181188674,0.3756897787706517
894,0.4,400,4250,ReLU(),Sigmoid(),0.37422354401622737,0.38395915141326575
895,0.4,400,4300,ReLU(),Sigmoid(),0.37069339186798234,0.38023836985774706
896,0.4,400,4350,ReLU(),Sigmoid(),0.37522174129000213,0.38270714042931475
897,0.4,400,4400,ReLU(),Sigmoid(),0.3780488617900116,0.38762544084432493
898,0.4,400,4450,ReLU(),Sigmoid(),0.3787542476630702,0.38680747632218593
899,0.4,400,4500,ReLU(),Sigmoid(),0.3784667163683948,0.38472885759785436
900,0.4,400,4550,ReLU(),Sigmoid(),0.38195108765825214,0.39031454165824747
901,0.4,400,4600,ReLU(),Sigmoid(),0.3821052631578947,0.3932108494176382
902,0.4,400,4650,ReLU(),Sigmoid(),0.38320807331829665,0.39031454165824747
903,0.4,400,4700,ReLU(),Sigmoid(),0.38540842026062394,0.39112207437260416
904,0.4,400,4750,ReLU(),Sigmoid(),0.39096799387212566,0.39446604355438475
905,0.4,400,4800,ReLU(),Sigmoid(),0.3877431567903813,0.3877497714509599
906,0.4,400,4850,ReLU(),Sigmoid(),0.39689048753748724,0.403454658275353
907,0.4,400,4900,ReLU(),Sigmoid(),0.39272141452772247,0.39713317530267117
908,0.4,400,4950,ReLU(),Sigmoid(),0.3953317932506552,0.39950808599574356
909,0.4,400,4999,ReLU(),Sigmoid(),0.3947278648675685,0.3981906365708153
910,0.4,400,0,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
911,0.4,400,50,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
912,0.4,400,100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
913,0.4,400,150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
914,0.4,400,200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
915,0.4,400,250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
916,0.4,400,300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
917,0.4,400,350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
918,0.4,400,400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
919,0.4,400,450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
920,0.4,400,500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
921,0.4,400,550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
922,0.4,400,600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
923,0.4,400,650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
924,0.4,400,700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
925,0.4,400,750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
926,0.4,400,800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
