,p_value,batch_size,number_of_epochs,act,act_fin,train_score,val_score
1220,0.4,600,350,ReLU(),Sigmoid(),0.4228725748598119,0.40738553800023064
1221,0.4,600,400,ReLU(),Sigmoid(),0.4251526152079988,0.4041546536556517
1222,0.4,600,450,ReLU(),Sigmoid(),0.4255895156801302,0.4071203726074778
1223,0.4,600,500,ReLU(),Sigmoid(),0.42592273625638977,0.40846750149075733
1224,0.4,600,550,ReLU(),Sigmoid(),0.42689615022955196,0.4058804685432539
1225,0.4,600,600,ReLU(),Sigmoid(),0.4255936847099347,0.4081832574248692
1226,0.4,600,650,ReLU(),Sigmoid(),0.4262935969394879,0.40557678994246354
1227,0.4,600,700,ReLU(),Sigmoid(),0.42499406228383485,0.4077940829388163
1228,0.4,600,750,ReLU(),Sigmoid(),0.42836732344367545,0.4045958283947466
1229,0.4,600,800,ReLU(),Sigmoid(),0.42798114908485707,0.40393223623228236
1230,0.4,600,850,ReLU(),Sigmoid(),0.4290190730931277,0.40690807760486414
1231,0.4,600,900,ReLU(),Sigmoid(),0.4281503036437247,0.40589594724085454
1232,0.4,600,950,ReLU(),Sigmoid(),0.42818644260579997,0.40384615384615385
1233,0.4,600,1000,ReLU(),Sigmoid(),0.42832766062799843,0.40724733770432764
1234,0.4,600,1050,ReLU(),Sigmoid(),0.4284350675438333,0.40175953079178883
1235,0.4,600,1100,ReLU(),Sigmoid(),0.4300568442608481,0.4056349413918543
1236,0.4,600,1150,ReLU(),Sigmoid(),0.4304452210478463,0.40605070431886603
1237,0.4,600,1200,ReLU(),Sigmoid(),0.43198821824567035,0.4058462786646622
1238,0.4,600,1250,ReLU(),Sigmoid(),0.43112277897827117,0.4049896963542316
1239,0.4,600,1300,ReLU(),Sigmoid(),0.43179406372682866,0.40756917069077114
1240,0.4,600,1350,ReLU(),Sigmoid(),0.43136107374867644,0.40627993284334196
1241,0.4,600,1400,ReLU(),Sigmoid(),0.43306673779969,0.40603639464091545
1242,0.4,600,1450,ReLU(),Sigmoid(),0.4341288744614152,0.4090531526618283
1243,0.4,600,1500,ReLU(),Sigmoid(),0.4332819147580526,0.40520417736019543
1244,0.4,600,1550,ReLU(),Sigmoid(),0.4341280071054883,0.41335923188984136
1245,0.4,600,1600,ReLU(),Sigmoid(),0.43476404193321494,0.4066750969381334
1246,0.4,600,1650,ReLU(),Sigmoid(),0.436646742313723,0.4143221359183282
1247,0.4,600,1700,ReLU(),Sigmoid(),0.43770011372583323,0.41255048151599877
1248,0.4,600,1750,ReLU(),Sigmoid(),0.43791078375874737,0.4155938017377193
1249,0.4,600,1800,ReLU(),Sigmoid(),0.4355933188090051,0.4141725208595247
1250,0.4,600,1850,ReLU(),Sigmoid(),0.43538262586443033,0.4141725208595247
1251,0.4,600,1900,ReLU(),Sigmoid(),0.43812145280168846,0.41686474250141486
1252,0.4,600,1950,ReLU(),Sigmoid(),0.436618412787942,0.4155938017377193
1253,0.4,600,2000,ReLU(),Sigmoid(),0.43829840384026014,0.41749995126990624
1254,0.4,600,2050,ReLU(),Sigmoid(),0.43642357052029923,0.41608894702419885
1255,0.4,600,2100,ReLU(),Sigmoid(),0.44100314640451344,0.42130780279522134
1256,0.4,600,2150,ReLU(),Sigmoid(),0.4397451342801041,0.41876986626433665
1257,0.4,600,2200,ReLU(),Sigmoid(),0.4420515561085786,0.4201395028981236
1258,0.4,600,2250,ReLU(),Sigmoid(),0.4418125427394414,0.42021780303030304
1259,0.4,600,2300,ReLU(),Sigmoid(),0.4421985146917903,0.4227302442599893
1260,0.4,600,2350,ReLU(),Sigmoid(),0.44390626057971805,0.4221023298614847
1261,0.4,600,2400,ReLU(),Sigmoid(),0.44498763414049736,0.4233580351576492
1262,0.4,600,2450,ReLU(),Sigmoid(),0.44512531861929455,0.42586804972126074
1263,0.4,600,2500,ReLU(),Sigmoid(),0.44512531861929455,0.42339866498887907
1264,0.4,600,2550,ReLU(),Sigmoid(),0.4452938932763245,0.4252407097954961
1265,0.4,600,2600,ReLU(),Sigmoid(),0.44675547995617476,0.4296301028556826
1266,0.4,600,2650,ReLU(),Sigmoid(),0.44942104170989833,0.4277653507446144
1267,0.4,600,2700,ReLU(),Sigmoid(),0.44863528843048806,0.43088346985531806
1268,0.4,600,2750,ReLU(),Sigmoid(),0.44717315017545967,0.43088346985531806
1269,0.4,600,2800,ReLU(),Sigmoid(),0.4506729968623892,0.43213657105401215
1270,0.4,600,2850,ReLU(),Sigmoid(),0.44942104170989833,0.43151005142589993
1271,0.4,600,2900,ReLU(),Sigmoid(),0.4512433498206788,0.43213499076885753
1272,0.4,600,2950,ReLU(),Sigmoid(),0.44796094264421404,0.43025682182985553
1273,0.4,600,3000,ReLU(),Sigmoid(),0.4506729968623892,0.43213657105401215
1274,0.4,600,3050,ReLU(),Sigmoid(),0.4514517610323863,0.43086920564399184
1275,0.4,600,3100,ReLU(),Sigmoid(),0.45243338552259993,0.43211033047098624
1276,0.4,600,3150,ReLU(),Sigmoid(),0.4554176754376037,0.43567655424624135
1277,0.4,600,3200,ReLU(),Sigmoid(),0.4529891976276854,0.433219277015619
1278,0.4,600,3250,ReLU(),Sigmoid(),0.45562543288202684,0.43761853714851157
1279,0.4,600,3300,ReLU(),Sigmoid(),0.4509154289063184,0.4358946431217491
1280,0.4,600,3350,ReLU(),Sigmoid(),0.455758192225428,0.4414154720392613
1281,0.4,600,3400,ReLU(),Sigmoid(),0.4531960925578325,0.43955451399479306
1282,0.4,600,3450,ReLU(),Sigmoid(),0.4542308247388346,0.44017481652510926
1283,0.4,600,3500,ReLU(),Sigmoid(),0.4558405622818181,0.44181990273834
1284,0.4,600,3550,ReLU(),Sigmoid(),0.45852236492776394,0.44181990273834
1285,0.4,600,3600,ReLU(),Sigmoid(),0.4603812921884911,0.44626318851518154
1286,0.4,600,3650,ReLU(),Sigmoid(),0.4590456811316382,0.444278118083553
1287,0.4,600,3700,ReLU(),Sigmoid(),0.45872881545814453,0.4481169484503541
1288,0.4,600,3750,ReLU(),Sigmoid(),0.4595548568880106,0.44489281210592685
1289,0.4,600,3800,ReLU(),Sigmoid(),0.4575062260560445,0.44688103087941455
1290,0.4,600,3850,ReLU(),Sigmoid(),0.45965454457730975,0.45042865512692254
1291,0.4,600,3900,ReLU(),Sigmoid(),0.46088465476141965,0.44718070652173914
1292,0.4,600,3950,ReLU(),Sigmoid(),0.4594244074295008,0.44779282133856246
1293,0.4,600,4000,ReLU(),Sigmoid(),0.459541074324969,0.44840503365525314
1294,0.4,600,4050,ReLU(),Sigmoid(),0.45894392081271695,0.4473523012905815
1295,0.4,600,4100,ReLU(),Sigmoid(),0.4606503675295622,0.4522757826003457
1296,0.4,600,4150,ReLU(),Sigmoid(),0.4596286658191629,0.44840503365525314
1297,0.4,600,4200,ReLU(),Sigmoid(),0.46097388610960455,0.45042865512692254
1298,0.4,600,4250,ReLU(),Sigmoid(),0.4600372638439393,0.4498131793478261
1299,0.4,600,4300,ReLU(),Sigmoid(),0.46073246430788334,0.4535078382816219
1300,0.4,600,4350,ReLU(),Sigmoid(),0.46162594467679213,0.4514677431231967
1301,0.4,600,4400,ReLU(),Sigmoid(),0.46162594467679213,0.454124073664973
1302,0.4,600,4450,ReLU(),Sigmoid(),0.4631245888306993,0.4533068804404514
1303,0.4,600,4500,ReLU(),Sigmoid(),0.4639399837793998,0.4557611333625214
1304,0.4,600,4550,ReLU(),Sigmoid(),0.46530099682792053,0.4557611333625214
1305,0.4,600,4600,ReLU(),Sigmoid(),0.4631912817361096,0.4539202108258197
1306,0.4,600,4650,ReLU(),Sigmoid(),0.46278441971625434,0.45535698704464633
1307,0.4,600,4700,ReLU(),Sigmoid(),0.4635982741571456,0.45659052764329733
1308,0.4,600,4750,ReLU(),Sigmoid(),0.46528705420281474,0.4555226476102492
1309,0.4,600,4800,ReLU(),Sigmoid(),0.46447339903278706,0.45430107526881724
1310,0.4,600,4850,ReLU(),Sigmoid(),0.4661553944422765,0.4579679261262738
1311,0.4,600,4900,ReLU(),Sigmoid(),0.4661553944422765,0.4579679261262738
1312,0.4,600,4950,ReLU(),Sigmoid(),0.46523837764818293,0.4576911877015719
1313,0.4,600,4999,ReLU(),Sigmoid(),0.4658459916896305,0.4576911877015719
1314,0.4,600,0,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1315,0.4,600,50,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1316,0.4,600,100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1317,0.4,600,150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1318,0.4,600,200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1319,0.4,600,250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1320,0.4,600,300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1321,0.4,600,350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1322,0.4,600,400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1323,0.4,600,450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1324,0.4,600,500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1325,0.4,600,550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1326,0.4,600,600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1327,0.4,600,650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1328,0.4,600,700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1329,0.4,600,750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1330,0.4,600,800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1331,0.4,600,850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1332,0.4,600,900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1333,0.4,600,950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1334,0.4,600,1000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1335,0.4,600,1050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1336,0.4,600,1100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1337,0.4,600,1150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1338,0.4,600,1200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1339,0.4,600,1250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1340,0.4,600,1300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1341,0.4,600,1350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1342,0.4,600,1400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1343,0.4,600,1450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1344,0.4,600,1500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1345,0.4,600,1550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1346,0.4,600,1600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1347,0.4,600,1650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1348,0.4,600,1700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1349,0.4,600,1750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1350,0.4,600,1800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1351,0.4,600,1850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1352,0.4,600,1900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1353,0.4,600,1950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1354,0.4,600,2000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1355,0.4,600,2050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1356,0.4,600,2100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1357,0.4,600,2150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1358,0.4,600,2200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1359,0.4,600,2250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1360,0.4,600,2300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1361,0.4,600,2350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1362,0.4,600,2400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1363,0.4,600,2450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1364,0.4,600,2500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1365,0.4,600,2550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1366,0.4,600,2600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1367,0.4,600,2650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1368,0.4,600,2700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1369,0.4,600,2750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1370,0.4,600,2800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1371,0.4,600,2850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1372,0.4,600,2900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1373,0.4,600,2950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1374,0.4,600,3000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1375,0.4,600,3050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1376,0.4,600,3100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1377,0.4,600,3150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1378,0.4,600,3200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1379,0.4,600,3250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1380,0.4,600,3300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1381,0.4,600,3350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1382,0.4,600,3400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1383,0.4,600,3450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1384,0.4,600,3500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1385,0.4,600,3550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1386,0.4,600,3600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1387,0.4,600,3650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1388,0.4,600,3700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1389,0.4,600,3750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1390,0.4,600,3800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1391,0.4,600,3850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1392,0.4,600,3900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1393,0.4,600,3950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1394,0.4,600,4000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1395,0.4,600,4050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1396,0.4,600,4100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1397,0.4,600,4150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1398,0.4,600,4200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1399,0.4,600,4250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1400,0.4,600,4300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1401,0.4,600,4350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1402,0.4,600,4400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1403,0.4,600,4450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1404,0.4,600,4500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1405,0.4,600,4550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1406,0.4,600,4600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1407,0.4,600,4650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1408,0.4,600,4700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1409,0.4,600,4750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1410,0.4,600,4800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1411,0.4,600,4850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1412,0.4,600,4900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1413,0.4,600,4950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1414,0.4,600,4999,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1415,0.4,600,0,Tanh(),Sigmoid(),0.1420637240572932,0.14922813036020582
1416,0.4,600,50,Tanh(),Sigmoid(),0.39041199350477696,0.3955484095310102
1417,0.4,600,100,Tanh(),Sigmoid(),0.3923226487472531,0.389758981741685
1418,0.4,600,150,Tanh(),Sigmoid(),0.39068521419159147,0.39003032037826263
1419,0.4,600,200,Tanh(),Sigmoid(),0.3859154919108993,0.3863466883601112
1420,0.4,600,250,Tanh(),Sigmoid(),0.3879508692418376,0.39003032037826263
1421,0.4,600,300,Tanh(),Sigmoid(),0.3874728870186813,0.39077353047813035
1422,0.4,600,350,Tanh(),Sigmoid(),0.3893828430795432,0.3852765511056968
1423,0.4,600,400,Tanh(),Sigmoid(),0.39166552380677655,0.3852765511056968
1424,0.4,600,450,Tanh(),Sigmoid(),0.3848283472616333,0.39395825987889416
1425,0.4,600,500,Tanh(),Sigmoid(),0.38968282124820375,0.395294107651854
1426,0.4,600,550,Tanh(),Sigmoid(),0.38812514067741316,0.3789824543593388
1427,0.4,600,600,Tanh(),Sigmoid(),0.38426145893985275,0.3857831763219178
1428,0.4,600,650,Tanh(),Sigmoid(),0.3882016521739239,0.38498650739584817
1429,0.4,600,700,Tanh(),Sigmoid(),0.3860369599653376,0.3923988284986078
1430,0.4,600,750,Tanh(),Sigmoid(),0.39036256700416916,0.3921336641010962
1431,0.4,600,800,Tanh(),Sigmoid(),0.3907443706385968,0.39496786073301415
1432,0.4,600,850,Tanh(),Sigmoid(),0.3850578602721777,0.3921336641010962
1433,0.4,600,900,Tanh(),Sigmoid(),0.38792639190024575,0.3860704254407541
1434,0.4,600,950,Tanh(),Sigmoid(),0.3898595118737175,0.3923988284986078
1435,0.4,600,1000,Tanh(),Sigmoid(),0.38574171513129957,0.3971196634959762
1436,0.4,600,1050,Tanh(),Sigmoid(),0.38901528937831487,0.39554692723991514
1437,0.4,600,1100,Tanh(),Sigmoid(),0.3877857536530458,0.39108012930796454
1438,0.4,600,1150,Tanh(),Sigmoid(),0.3882660944120611,0.39344448176944524
1439,0.4,600,1200,Tanh(),Sigmoid(),0.388975539632368,0.3852765511056968
1440,0.4,600,1250,Tanh(),Sigmoid(),0.38601535670819637,0.3871371453580357
1441,0.4,600,1300,Tanh(),Sigmoid(),0.39516788061822705,0.39735768458478815
1442,0.4,600,1350,Tanh(),Sigmoid(),0.3818922707228807,0.38318931124051403
1443,0.4,600,1400,Tanh(),Sigmoid(),0.3882016521739239,0.3823848699683628
1444,0.4,600,1450,Tanh(),Sigmoid(),0.38853436122295365,0.39446604355438475
1445,0.4,600,1500,Tanh(),Sigmoid(),0.3897456954878447,0.3857807320280351
1446,0.4,600,1550,Tanh(),Sigmoid(),0.3897639657890832,0.39685445054572566
1447,0.4,600,1600,Tanh(),Sigmoid(),0.3887252436122008,0.39476190476190476
1448,0.4,600,1650,Tanh(),Sigmoid(),0.3912433669940052,0.38921907350515694
1449,0.4,600,1700,Tanh(),Sigmoid(),0.38735302485506395,0.38214358348586536
1450,0.4,600,1750,Tanh(),Sigmoid(),0.39287436911066353,0.39003032037826263
1451,0.4,600,1800,Tanh(),Sigmoid(),0.38605721385150765,0.3879269766554291
1452,0.4,600,1850,Tanh(),Sigmoid(),0.39241695595401127,0.39740109682379876
1453,0.4,600,1900,Tanh(),Sigmoid(),0.3914565387081486,0.39234788722641545
1454,0.4,600,1950,Tanh(),Sigmoid(),0.38951446434659714,0.3852287247636085
1455,0.4,600,2000,Tanh(),Sigmoid(),0.3893134862382462,0.38240344485631406
1456,0.4,600,2050,Tanh(),Sigmoid(),0.39022615170865316,0.3945048984171568
1457,0.4,600,2100,Tanh(),Sigmoid(),0.39147533120171785,0.39082043368280384
1458,0.4,600,2150,Tanh(),Sigmoid(),0.3911411657613503,0.3848800661703887
1459,0.4,600,2200,Tanh(),Sigmoid(),0.38757150099551096,0.390549793234357
1460,0.4,600,2250,Tanh(),Sigmoid(),0.39127484444530913,0.3905442176870748
1461,0.4,600,2300,Tanh(),Sigmoid(),0.3877455809438543,0.3950079985695173
1462,0.4,600,2350,Tanh(),Sigmoid(),0.38728639140466575,0.37715294299512
1463,0.4,600,2400,Tanh(),Sigmoid(),0.38951446434659714,0.4000170372263395
1464,0.4,600,2450,Tanh(),Sigmoid(),0.39141493249794884,0.3931286157046814
1465,0.4,600,2500,Tanh(),Sigmoid(),0.38582668060396214,0.39758478081058723
1466,0.4,600,2550,Tanh(),Sigmoid(),0.3907914183099871,0.39078466871659945
1467,0.4,600,2600,Tanh(),Sigmoid(),0.388358540481182,0.39923132842243514
1468,0.4,600,2650,Tanh(),Sigmoid(),0.39102599272000343,0.391014081264628
1469,0.4,600,2700,Tanh(),Sigmoid(),0.39228217355380984,0.39343863085572583
1470,0.4,600,2750,Tanh(),Sigmoid(),0.388606460095289,0.3860071695279085
1471,0.4,600,2800,Tanh(),Sigmoid(),0.39003002266651515,0.4012624679121849
1472,0.4,600,2850,Tanh(),Sigmoid(),0.3910739674966155,0.3939087625914469
1473,0.4,600,2900,Tanh(),Sigmoid(),0.38657481129972293,0.39476190476190476
1474,0.4,600,2950,Tanh(),Sigmoid(),0.38806949806949803,0.3902343146602464
1475,0.4,600,3000,Tanh(),Sigmoid(),0.3907443706385968,0.3997022332506204
1476,0.4,600,3050,Tanh(),Sigmoid(),0.3897456954878447,0.3878914511619594
1477,0.4,600,3100,Tanh(),Sigmoid(),0.3901141434534253,0.39758478081058723
1478,0.4,600,3150,Tanh(),Sigmoid(),0.38981068291661475,0.3884353741496599
1479,0.4,600,3200,Tanh(),Sigmoid(),0.3929555381453328,0.39234788722641545
1480,0.4,600,3250,Tanh(),Sigmoid(),0.3925507248297959,0.3954673283705542
1481,0.4,600,3300,Tanh(),Sigmoid(),0.3888429273117693,0.39108012930796454
1482,0.4,600,3350,Tanh(),Sigmoid(),0.3937483203003628,0.3920088837636406
1483,0.4,600,3400,Tanh(),Sigmoid(),0.39248987254519574,0.38967775918894393
1484,0.4,600,3450,Tanh(),Sigmoid(),0.39574474742259974,0.3873413408297129
1485,0.4,600,3500,Tanh(),Sigmoid(),0.38728639140466575,0.39132885218044133
1486,0.4,600,3550,Tanh(),Sigmoid(),0.39127484444530913,0.39234788722641545
1487,0.4,600,3600,Tanh(),Sigmoid(),0.39473008715529007,0.3918668954489676
1488,0.4,600,3650,Tanh(),Sigmoid(),0.3881105641329936,0.39892128080835665
1489,0.4,600,3700,Tanh(),Sigmoid(),0.3897964617124259,0.3935600813967407
1490,0.4,600,3750,Tanh(),Sigmoid(),0.3915691422855714,0.39433482709471435
1491,0.4,600,3800,Tanh(),Sigmoid(),0.3915691422855714,0.39433482709471435
1492,0.4,600,3850,Tanh(),Sigmoid(),0.39600697629883186,0.39602426429269844
1493,0.4,600,3900,Tanh(),Sigmoid(),0.3910526888721997,0.3931286157046814
1494,0.4,600,3950,Tanh(),Sigmoid(),0.393263654901275,0.39813976599394996
1495,0.4,600,4000,Tanh(),Sigmoid(),0.3908427590622674,0.3971196634959762
1496,0.4,600,4050,Tanh(),Sigmoid(),0.3935407768964816,0.39078466871659945
1497,0.4,600,4100,Tanh(),Sigmoid(),0.3876526347856991,0.3991430430198386
1498,0.4,600,4150,Tanh(),Sigmoid(),0.39451459294374863,0.394688332081655
1499,0.4,600,4200,Tanh(),Sigmoid(),0.3893793412166222,0.3993538586619311
1500,0.4,600,4250,Tanh(),Sigmoid(),0.39675543835344174,0.39156657296192177
1501,0.4,600,4300,Tanh(),Sigmoid(),0.39429330436579346,0.39955369338542746
1502,0.4,600,4350,Tanh(),Sigmoid(),0.39158374792703154,0.3999213392841875
1503,0.4,600,4400,Tanh(),Sigmoid(),0.39257765072076645,0.39702361812749243
1504,0.4,600,4450,Tanh(),Sigmoid(),0.39305948591577256,0.39813976599394996
1505,0.4,600,4500,Tanh(),Sigmoid(),0.3952813373323875,0.4012624679121849
1506,0.4,600,4550,Tanh(),Sigmoid(),0.3987150454126266,0.40359870771732387
1507,0.4,600,4600,Tanh(),Sigmoid(),0.39502927847956526,0.39607369012248816
1508,0.4,600,4650,Tanh(),Sigmoid(),0.38815865189539556,0.40204175858000313
1509,0.4,600,4700,Tanh(),Sigmoid(),0.39451459294374863,0.4039996566818299
1510,0.4,600,4750,Tanh(),Sigmoid(),0.39574474742259974,0.4032266885425212
1511,0.4,600,4800,Tanh(),Sigmoid(),0.39134940791070616,0.39412401797722896
1512,0.4,600,4850,Tanh(),Sigmoid(),0.39844516581463213,0.3935600813967407
1513,0.4,600,4900,Tanh(),Sigmoid(),0.39847265415122274,0.3908641605511457
1514,0.4,600,4950,Tanh(),Sigmoid(),0.3960184260606542,0.40147628318962747
1515,0.4,600,4999,Tanh(),Sigmoid(),0.3942989144695235,0.40649981002531216
1516,0.4,600,0,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1517,0.4,600,50,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1518,0.4,600,100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1519,0.4,600,150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1520,0.4,600,200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1521,0.4,600,250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1522,0.4,600,300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1523,0.4,600,350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1524,0.4,600,400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1525,0.4,600,450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1526,0.4,600,500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1527,0.4,600,550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1528,0.4,600,600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1529,0.4,600,650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1530,0.4,600,700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1531,0.4,600,750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1532,0.4,600,800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1533,0.4,600,850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
