,p_value,batch_size,number_of_epochs,train_score,val_score
338,0.4,200.0,340.0,0.6753276644378122,0.671244933134184
339,0.4,200.0,350.0,0.6769926181641367,0.6748313374936752
340,0.4,200.0,360.0,0.6765601826680299,0.6730399419620505
341,0.4,200.0,370.0,0.6768680696237722,0.6739360875993023
342,0.4,200.0,380.0,0.6788348360555967,0.675725699283083
343,0.4,200.0,390.0,0.6785280377490369,0.675725699283083
344,0.4,200.0,400.0,0.6812858467963833,0.6766191806519769
345,0.4,200.0,410.0,0.6846464044341537,0.6784035331046062
346,0.4,200.0,420.0,0.687083693590716,0.679294419798834
347,0.4,200.0,430.0,0.6852562515295474,0.679294419798834
348,0.4,200.0,440.0,0.6890102607740868,0.6828495541875355
349,0.4,200.0,450.0,0.6887069282483028,0.6828495541875355
350,0.4,200.0,460.0,0.6908285055918056,0.6837362747488221
351,0.4,200.0,470.0,0.6923414541067373,0.6837362747488221
352,0.4,200.0,480.0,0.6929460695660102,0.6846221863116473
353,0.4,200.0,490.0,0.6929460695660102,0.6846221863116473
354,0.4,200.0,500.0,0.694456222101242,0.687275149370999
355,0.4,200.0,510.0,0.6933409293549214,0.6848127489723453
356,0.4,200.0,520.0,0.6945468350727712,0.6865719611438789
357,0.4,200.0,530.0,0.6945468350727712,0.6865719611438789
358,0.4,200.0,540.0,0.6948851672562881,0.6935779995549439
359,0.4,200.0,550.0,0.6954834822006568,0.6935779995549439
360,0.4,200.0,560.0,0.6957825242033812,0.6935779995549439
361,0.4,200.0,570.0,0.6973508343682232,0.6935779995549439
362,0.4,200.0,580.0,0.697946879765486,0.6935779995549439
363,0.4,200.0,590.0,0.7070567198663585,0.7006571148303431
364,0.4,200.0,600.0,0.7088180611627827,0.7023775987238807
365,0.4,200.0,610.0,0.7079376693979461,0.7023690966875984
366,0.4,200.0,620.0,0.711163125514996,0.7049241241263604
367,0.4,200.0,630.0,0.7147037623530665,0.7125312983020492
368,0.4,200.0,640.0,0.7173268692730292,0.7116057908753689
369,0.4,200.0,650.0,0.7188498724921341,0.716620941110737
370,0.4,200.0,660.0,0.7188498724921341,0.7174550277692355
371,0.4,200.0,670.0,0.7185668068953038,0.7156434600108035
372,0.4,200.0,680.0,0.7197071256191782,0.7197811675990046
373,0.4,200.0,690.0,0.7208495882097963,0.7197811675990046
374,0.4,200.0,700.0,0.7199693349224999,0.7187544310737616
375,0.4,200.0,710.0,0.721959443599287,0.7203944940545246
376,0.4,200.0,720.0,0.7204475256719459,0.7203944940545246
377,0.4,200.0,730.0,0.723141968521533,0.7201472324466976
378,0.4,200.0,740.0,0.7223032113051748,0.7201472324466976
379,0.4,200.0,750.0,0.7239803271997493,0.7190578669778853
380,0.4,200.0,760.0,0.7256558976645519,0.7198643435084386
381,0.4,200.0,770.0,0.7256558976645519,0.7198643435084386
382,0.4,200.0,780.0,0.7336066380733787,0.7271009820738649
383,0.4,200.0,790.0,0.734430574689974,0.7303061379164933
384,0.4,200.0,800.0,0.7340611163949778,0.7287043290993258
385,0.4,200.0,810.0,0.7336737170636721,0.7330620580620579
386,0.4,200.0,820.0,0.7344816473943584,0.7338535462022856
387,0.4,200.0,830.0,0.7344893488072948,0.7346447063947537
388,0.4,200.0,840.0,0.7358271125408293,0.736226096317678
389,0.4,200.0,850.0,0.7363620024027864,0.7378063366874803
390,0.4,200.0,860.0,0.7384612002284808,0.7401747885441522
391,0.4,200.0,870.0,0.7408546369130679,0.7375869637021003
392,0.4,200.0,880.0,0.7414539312994426,0.7375869637021003
393,0.4,200.0,890.0,0.7422385226956172,0.7375869637021003
394,0.4,200.0,900.0,0.7455090869206298,0.738978927319701
395,0.4,200.0,910.0,0.7438653582234853,0.7406510905767946
